Country,Year,Alcohol use disorders (%),Dim1,Dim1ValueCode
Uganda,2016.0,1.294163,Spirits,ALCOHOLTYPE_SA_SPIRITS
Uganda,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Uganda,2016.0,1.294163,Wine,ALCOHOLTYPE_SA_WINE
Uganda,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Ukraine,2016.0,4.762349,Beer,ALCOHOLTYPE_SA_BEER
Ukraine,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Ukraine,2016.0,4.762349,Spirits,ALCOHOLTYPE_SA_SPIRITS
Ukraine,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Ukraine,2016.0,4.762349,Wine,ALCOHOLTYPE_SA_WINE
Ukraine,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Uzbekistan,2016.0,1.900334,Beer,ALCOHOLTYPE_SA_BEER
Uzbekistan,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Uzbekistan,2016.0,1.900334,Spirits,ALCOHOLTYPE_SA_SPIRITS
Uzbekistan,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Uzbekistan,2016.0,1.900334,Wine,ALCOHOLTYPE_SA_WINE
Uzbekistan,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Vanuatu,2016.0,1.213489,Beer,ALCOHOLTYPE_SA_BEER
Vanuatu,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Vanuatu,2016.0,1.213489,Spirits,ALCOHOLTYPE_SA_SPIRITS
Vanuatu,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Vanuatu,2016.0,1.213489,Wine,ALCOHOLTYPE_SA_WINE
Vanuatu,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Zambia,2016.0,1.633095,Beer,ALCOHOLTYPE_SA_BEER
Zambia,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Zambia,2016.0,1.633095,Spirits,ALCOHOLTYPE_SA_SPIRITS
Zambia,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Zambia,2016.0,1.633095,Wine,ALCOHOLTYPE_SA_WINE
Zambia,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Zimbabwe,2016.0,1.513269,Beer,ALCOHOLTYPE_SA_BEER
Zimbabwe,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Zimbabwe,2016.0,1.513269,Spirits,ALCOHOLTYPE_SA_SPIRITS
Zimbabwe,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Zimbabwe,2016.0,1.513269,Wine,ALCOHOLTYPE_SA_WINE
Zimbabwe,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
