IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Value,FactValueTranslationID,Language,DateModified,Entity,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),"Suicide rate (deaths per 100,000 individuals)","Depressive disorder rates (number suffering per 100,000)"
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,FIN,Finland,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Finland,FIN,2016.0,3.570561,6.066841,5498000.0,,,,,12.721293,4433.428793
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,FIN,Finland,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Finland,FIN,2016.0,0.259967,1.005369,0.593479,3.750722,0.939321,4.825886,2.657734,12.721293,4433.428793
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,FIN,Finland,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Finland,FIN,2016.0,3.570561,6.066841,5498000.0,,,,,12.721293,4433.428793
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,FIN,Finland,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Finland,FIN,2016.0,0.259967,1.005369,0.593479,3.750722,0.939321,4.825886,2.657734,12.721293,4433.428793
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,FIN,Finland,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Finland,FIN,2016.0,3.570561,6.066841,5498000.0,,,,,12.721293,4433.428793
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,FRA,France,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,France,FRA,2016.0,0.256378,0.958875,0.571357,6.632055,1.19465,4.278159,1.440362,12.522829,3863.33036
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,FRA,France,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,France,FRA,2016.0,3.068496,5.404133,64668000.0,,,,,12.522829,3863.33036
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,FRA,France,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,France,FRA,2016.0,0.256378,0.958875,0.571357,6.632055,1.19465,4.278159,1.440362,12.522829,3863.33036
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,FRA,France,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,France,FRA,2016.0,3.068496,5.404133,64668000.0,,,,,12.522829,3863.33036
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,FRA,France,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,France,FRA,2016.0,0.256378,0.958875,0.571357,6.632055,1.19465,4.278159,1.440362,12.522829,3863.33036
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,FRA,France,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,France,FRA,2016.0,3.068496,5.404133,64668000.0,,,,,12.522829,3863.33036
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GAB,Gabon,Year,2016,True,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Gabon,GAB,2016.0,0.181401,0.638207,0.225076,3.296966,0.570907,4.048539,1.470468,12.618361,3965.555285
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GAB,Gabon,Year,2016,True,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Gabon,GAB,2016.0,3.682575,4.387054,2008000.0,,,,,12.618361,3965.555285
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GAB,Gabon,Year,2016,True,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Gabon,GAB,2016.0,0.181401,0.638207,0.225076,3.296966,0.570907,4.048539,1.470468,12.618361,3965.555285
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GAB,Gabon,Year,2016,True,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Gabon,GAB,2016.0,3.682575,4.387054,2008000.0,,,,,12.618361,3965.555285
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GAB,Gabon,Year,2016,True,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Gabon,GAB,2016.0,0.181401,0.638207,0.225076,3.296966,0.570907,4.048539,1.470468,12.618361,3965.555285
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GAB,Gabon,Year,2016,True,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Gabon,GAB,2016.0,3.682575,4.387054,2008000.0,,,,,12.618361,3965.555285
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GMB,Gambia,Year,2016,True,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Gambia,GMB,2016.0,0.16963,0.646006,0.11326,2.910321,0.496933,4.148847,0.943562,9.743734,4079.206879
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GMB,Gambia,Year,2016,True,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Gambia,GMB,2016.0,2.633206,5.590065,2149000.0,,,,,9.743734,4079.206879
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GMB,Gambia,Year,2016,True,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Gambia,GMB,2016.0,0.16963,0.646006,0.11326,2.910321,0.496933,4.148847,0.943562,9.743734,4079.206879
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GMB,Gambia,Year,2016,True,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Gambia,GMB,2016.0,2.633206,5.590065,2149000.0,,,,,9.743734,4079.206879
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GMB,Gambia,Year,2016,True,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Gambia,GMB,2016.0,0.16963,0.646006,0.11326,2.910321,0.496933,4.148847,0.943562,9.743734,4079.206879
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GMB,Gambia,Year,2016,True,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Gambia,GMB,2016.0,2.633206,5.590065,2149000.0,,,,,9.743734,4079.206879
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,GEO,Georgia,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Georgia,GEO,2016.0,0.196261,0.708685,0.169635,2.600914,0.488798,2.79403,2.077194,7.466652,2643.164313
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,GEO,Georgia,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Georgia,GEO,2016.0,2.281884,3.204671,4015000.0,,,,,7.466652,2643.164313
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,GEO,Georgia,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Georgia,GEO,2016.0,0.196261,0.708685,0.169635,2.600914,0.488798,2.79403,2.077194,7.466652,2643.164313
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,GEO,Georgia,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Georgia,GEO,2016.0,2.281884,3.204671,4015000.0,,,,,7.466652,2643.164313
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,GEO,Georgia,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Georgia,GEO,2016.0,0.196261,0.708685,0.169635,2.600914,0.488798,2.79403,2.077194,7.466652,2643.164313
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,GEO,Georgia,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Georgia,GEO,2016.0,2.281884,3.204671,4015000.0,,,,,7.466652,2643.164313
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,DEU,Germany,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Germany,DEU,2016.0,0.251956,0.777822,0.521596,6.54799,0.8909,3.949598,1.874791,9.903973,3551.089077
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,DEU,Germany,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Germany,DEU,2016.0,2.88363,4.973794,82194000.0,,,,,9.903973,3551.089077
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,DEU,Germany,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Germany,DEU,2016.0,0.251956,0.777822,0.521596,6.54799,0.8909,3.949598,1.874791,9.903973,3551.089077
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,DEU,Germany,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Germany,DEU,2016.0,2.88363,4.973794,82194000.0,,,,,9.903973,3551.089077
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,DEU,Germany,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Germany,DEU,2016.0,0.251956,0.777822,0.521596,6.54799,0.8909,3.949598,1.874791,9.903973,3551.089077
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,DEU,Germany,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Germany,DEU,2016.0,2.88363,4.973794,82194000.0,,,,,9.903973,3551.089077
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GHA,Ghana,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Ghana,GHA,2016.0,0.174769,0.641861,0.144081,2.92928,0.620411,3.388093,1.005638,9.842042,3321.614162
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GHA,Ghana,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Ghana,GHA,2016.0,2.860959,3.85222,28482000.0,,,,,9.842042,3321.614162
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GHA,Ghana,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Ghana,GHA,2016.0,0.174769,0.641861,0.144081,2.92928,0.620411,3.388093,1.005638,9.842042,3321.614162
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GHA,Ghana,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Ghana,GHA,2016.0,2.860959,3.85222,28482000.0,,,,,9.842042,3321.614162
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GHA,Ghana,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Ghana,GHA,2016.0,0.174769,0.641861,0.144081,2.92928,0.620411,3.388093,1.005638,9.842042,3321.614162
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GHA,Ghana,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Ghana,GHA,2016.0,2.860959,3.85222,28482000.0,,,,,9.842042,3321.614162
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,GRC,Greece,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Greece,GRC,2016.0,0.253015,0.948612,0.565342,5.794717,0.549305,4.208264,1.128556,3.548049,3873.467968
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,GRC,Greece,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Greece,GRC,2016.0,2.931282,5.436666,10615000.0,,,,,3.548049,3873.467968
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,GRC,Greece,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Greece,GRC,2016.0,0.253015,0.948612,0.565342,5.794717,0.549305,4.208264,1.128556,3.548049,3873.467968
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,GRC,Greece,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Greece,GRC,2016.0,2.931282,5.436666,10615000.0,,,,,3.548049,3873.467968
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,GRC,Greece,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Greece,GRC,2016.0,0.253015,0.948612,0.565342,5.794717,0.549305,4.208264,1.128556,3.548049,3873.467968
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,GRC,Greece,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Greece,GRC,2016.0,2.931282,5.436666,10615000.0,,,,,3.548049,3873.467968
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GRD,Grenada,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Grenada,GRD,2016.0,0.199751,0.893483,0.287347,4.53119,0.773229,2.770682,1.741054,4.782517,2653.802692
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GRD,Grenada,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Grenada,GRD,2016.0,2.394239,3.160287,110000.0,,,,,4.782517,2653.802692
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GRD,Grenada,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Grenada,GRD,2016.0,0.199751,0.893483,0.287347,4.53119,0.773229,2.770682,1.741054,4.782517,2653.802692
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GRD,Grenada,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Grenada,GRD,2016.0,2.394239,3.160287,110000.0,,,,,4.782517,2653.802692
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GRD,Grenada,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Grenada,GRD,2016.0,0.199751,0.893483,0.287347,4.53119,0.773229,2.770682,1.741054,4.782517,2653.802692
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GRD,Grenada,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Grenada,GRD,2016.0,2.394239,3.160287,110000.0,,,,,4.782517,2653.802692
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GTM,Guatemala,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Guatemala,GTM,2016.0,0.193053,0.742788,0.230272,2.904734,0.677471,3.231614,2.656497,5.695294,3090.227459
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GTM,Guatemala,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Guatemala,GTM,2016.0,2.546464,3.815497,16583000.0,,,,,5.695294,3090.227459
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GTM,Guatemala,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Guatemala,GTM,2016.0,0.193053,0.742788,0.230272,2.904734,0.677471,3.231614,2.656497,5.695294,3090.227459
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GTM,Guatemala,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Guatemala,GTM,2016.0,2.546464,3.815497,16583000.0,,,,,5.695294,3090.227459
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GTM,Guatemala,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Guatemala,GTM,2016.0,0.193053,0.742788,0.230272,2.904734,0.677471,3.231614,2.656497,5.695294,3090.227459
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GTM,Guatemala,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Guatemala,GTM,2016.0,2.546464,3.815497,16583000.0,,,,,5.695294,3090.227459
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GIN,Guinea,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Guinea,GIN,2016.0,0.166012,0.629384,0.111306,2.89844,0.450933,3.555368,0.944475,11.211441,3516.787411
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GIN,Guinea,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Guinea,GIN,2016.0,2.725659,4.319444,11738000.0,,,,,11.211441,3516.787411
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GIN,Guinea,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Guinea,GIN,2016.0,0.166012,0.629384,0.111306,2.89844,0.450933,3.555368,0.944475,11.211441,3516.787411
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GIN,Guinea,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Guinea,GIN,2016.0,2.725659,4.319444,11738000.0,,,,,11.211441,3516.787411
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GIN,Guinea,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Guinea,GIN,2016.0,0.166012,0.629384,0.111306,2.89844,0.450933,3.555368,0.944475,11.211441,3516.787411
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GIN,Guinea,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Guinea,GIN,2016.0,2.725659,4.319444,11738000.0,,,,,11.211441,3516.787411
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,True,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Guinea-Bissau,GNB,2016.0,0.162894,0.614515,0.110119,2.913378,0.478736,3.66221,0.980685,13.760973,3610.874194
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,True,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Guinea-Bissau,GNB,2016.0,2.785137,4.430318,1782000.0,,,,,13.760973,3610.874194
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,True,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Guinea-Bissau,GNB,2016.0,0.162894,0.614515,0.110119,2.913378,0.478736,3.66221,0.980685,13.760973,3610.874194
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,True,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Guinea-Bissau,GNB,2016.0,2.785137,4.430318,1782000.0,,,,,13.760973,3610.874194
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,True,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Guinea-Bissau,GNB,2016.0,0.162894,0.614515,0.110119,2.913378,0.478736,3.66221,0.980685,13.760973,3610.874194
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,True,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Guinea-Bissau,GNB,2016.0,2.785137,4.430318,1782000.0,,,,,13.760973,3610.874194
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GUY,Guyana,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Guyana,GUY,2016.0,0.185998,0.845338,0.233461,4.541543,0.726174,4.173174,2.060072,26.637918,4043.272871
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GUY,Guyana,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Guyana,GUY,2016.0,3.428087,4.875603,771000.0,,,,,26.637918,4043.272871
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GUY,Guyana,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Guyana,GUY,2016.0,0.185998,0.845338,0.233461,4.541543,0.726174,4.173174,2.060072,26.637918,4043.272871
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GUY,Guyana,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Guyana,GUY,2016.0,3.428087,4.875603,771000.0,,,,,26.637918,4043.272871
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GUY,Guyana,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Guyana,GUY,2016.0,0.185998,0.845338,0.233461,4.541543,0.726174,4.173174,2.060072,26.637918,4043.272871
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,GUY,Guyana,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Guyana,GUY,2016.0,3.428087,4.875603,771000.0,,,,,26.637918,4043.272871
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,HND,Honduras,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Honduras,HND,2016.0,0.18952,0.751426,0.202624,2.87193,0.699991,2.74957,1.767381,4.429901,2649.299907
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,HND,Honduras,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Honduras,HND,2016.0,2.18835,3.252168,9271000.0,,,,,4.429901,2649.299907
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,HND,Honduras,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Honduras,HND,2016.0,0.18952,0.751426,0.202624,2.87193,0.699991,2.74957,1.767381,4.429901,2649.299907
