IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Value,FactValueTranslationID,Language,DateModified,Entity,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),"Suicide rate (deaths per 100,000 individuals)","Depressive disorder rates (number suffering per 100,000)"
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NAM,Namibia,Year,2016,True,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Namibia,NAM,2016.0,3.148431,3.662669,2358000.0,,,,,11.872018,3322.423988
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NAM,Namibia,Year,2016,True,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Namibia,NAM,2016.0,0.176883,0.63183,0.198721,3.50356,0.774925,3.434254,1.676714,11.872018,3322.423988
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NAM,Namibia,Year,2016,True,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Namibia,NAM,2016.0,3.148431,3.662669,2358000.0,,,,,11.872018,3322.423988
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NAM,Namibia,Year,2016,True,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Namibia,NAM,2016.0,0.176883,0.63183,0.198721,3.50356,0.774925,3.434254,1.676714,11.872018,3322.423988
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NAM,Namibia,Year,2016,True,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Namibia,NAM,2016.0,3.148431,3.662669,2358000.0,,,,,11.872018,3322.423988
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,New Zealand,NZL,2016.0,0.341011,1.206293,0.671415,8.539988,2.04481,3.967684,2.134993,11.200233,3525.443641
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,New Zealand,NZL,2016.0,3.209772,4.679497,4659000.0,,,,,11.200233,3525.443641
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,New Zealand,NZL,2016.0,0.341011,1.206293,0.671415,8.539988,2.04481,3.967684,2.134993,11.200233,3525.443641
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,New Zealand,NZL,2016.0,3.209772,4.679497,4659000.0,,,,,11.200233,3525.443641
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,New Zealand,NZL,2016.0,0.341011,1.206293,0.671415,8.539988,2.04481,3.967684,2.134993,11.200233,3525.443641
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,New Zealand,NZL,2016.0,3.209772,4.679497,4659000.0,,,,,11.200233,3525.443641
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,NIC,Nicaragua,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Nicaragua,NIC,2016.0,0.199311,0.798994,0.202998,2.911707,0.592163,2.853619,2.055006,5.962931,2700.912056
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,NIC,Nicaragua,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Nicaragua,NIC,2016.0,2.374775,3.28907,6304000.0,,,,,5.962931,2700.912056
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,NIC,Nicaragua,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Nicaragua,NIC,2016.0,0.199311,0.798994,0.202998,2.911707,0.592163,2.853619,2.055006,5.962931,2700.912056
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,NIC,Nicaragua,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Nicaragua,NIC,2016.0,2.374775,3.28907,6304000.0,,,,,5.962931,2700.912056
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,NIC,Nicaragua,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Nicaragua,NIC,2016.0,0.199311,0.798994,0.202998,2.911707,0.592163,2.853619,2.055006,5.962931,2700.912056
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,NIC,Nicaragua,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Nicaragua,NIC,2016.0,2.374775,3.28907,6304000.0,,,,,5.962931,2700.912056
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NER,Niger,Year,2016,True,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Niger,NER,2016.0,0.163509,0.631047,0.095063,2.887914,0.460324,3.457355,0.910718,7.645103,3418.652477
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NER,Niger,Year,2016,True,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Niger,NER,2016.0,2.660864,4.210536,20789000.0,,,,,7.645103,3418.652477
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NER,Niger,Year,2016,True,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Niger,NER,2016.0,0.163509,0.631047,0.095063,2.887914,0.460324,3.457355,0.910718,7.645103,3418.652477
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NER,Niger,Year,2016,True,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Niger,NER,2016.0,2.660864,4.210536,20789000.0,,,,,7.645103,3418.652477
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NER,Niger,Year,2016,True,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Niger,NER,2016.0,0.163509,0.631047,0.095063,2.887914,0.460324,3.457355,0.910718,7.645103,3418.652477
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NER,Niger,Year,2016,True,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Niger,NER,2016.0,2.660864,4.210536,20789000.0,,,,,7.645103,3418.652477
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NGA,Nigeria,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Nigeria,NGA,2016.0,0.181795,0.644004,0.162295,2.915862,0.459159,4.00117,0.964779,7.549027,3941.487439
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NGA,Nigeria,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Nigeria,NGA,2016.0,3.091418,4.834135,185960000.0,,,,,7.549027,3941.487439
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NGA,Nigeria,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Nigeria,NGA,2016.0,0.181795,0.644004,0.162295,2.915862,0.459159,4.00117,0.964779,7.549027,3941.487439
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NGA,Nigeria,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Nigeria,NGA,2016.0,3.091418,4.834135,185960000.0,,,,,7.549027,3941.487439
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NGA,Nigeria,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Nigeria,NGA,2016.0,0.181795,0.644004,0.162295,2.915862,0.459159,4.00117,0.964779,7.549027,3941.487439
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,NGA,Nigeria,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Nigeria,NGA,2016.0,3.091418,4.834135,185960000.0,,,,,7.549027,3941.487439
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,NOR,Norway,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Norway,NOR,2016.0,0.211442,0.85673,0.57103,7.590933,0.840068,3.723569,1.422242,9.201911,3422.646246
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,NOR,Norway,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Norway,NOR,2016.0,2.931962,4.520949,5251000.0,,,,,9.201911,3422.646246
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,NOR,Norway,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Norway,NOR,2016.0,0.211442,0.85673,0.57103,7.590933,0.840068,3.723569,1.422242,9.201911,3422.646246
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,NOR,Norway,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Norway,NOR,2016.0,2.931962,4.520949,5251000.0,,,,,9.201911,3422.646246
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,NOR,Norway,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Norway,NOR,2016.0,0.211442,0.85673,0.57103,7.590933,0.840068,3.723569,1.422242,9.201911,3422.646246
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,NOR,Norway,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Norway,NOR,2016.0,2.931962,4.520949,5251000.0,,,,,9.201911,3422.646246
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PAN,Panama,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Panama,PAN,2016.0,0.212521,0.811328,0.310169,2.888805,0.724655,2.669997,1.410531,4.894112,2527.987464
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PAN,Panama,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Panama,PAN,2016.0,2.260362,3.068102,4037000.0,,,,,4.894112,2527.987464
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PAN,Panama,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Panama,PAN,2016.0,0.212521,0.811328,0.310169,2.888805,0.724655,2.669997,1.410531,4.894112,2527.987464
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PAN,Panama,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Panama,PAN,2016.0,2.260362,3.068102,4037000.0,,,,,4.894112,2527.987464
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PAN,Panama,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Panama,PAN,2016.0,0.212521,0.811328,0.310169,2.888805,0.724655,2.669997,1.410531,4.894112,2527.987464
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PAN,Panama,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Panama,PAN,2016.0,2.260362,3.068102,4037000.0,,,,,4.894112,2527.987464
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PRY,Paraguay,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Paraguay,PRY,2016.0,0.201928,1.075336,0.235552,6.013757,0.530195,2.955169,2.371826,5.789451,2841.519973
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PRY,Paraguay,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Paraguay,PRY,2016.0,2.1265,3.775451,6778000.0,,,,,5.789451,2841.519973
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PRY,Paraguay,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Paraguay,PRY,2016.0,0.201928,1.075336,0.235552,6.013757,0.530195,2.955169,2.371826,5.789451,2841.519973
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PRY,Paraguay,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Paraguay,PRY,2016.0,2.1265,3.775451,6778000.0,,,,,5.789451,2841.519973
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PRY,Paraguay,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Paraguay,PRY,2016.0,0.201928,1.075336,0.235552,6.013757,0.530195,2.955169,2.371826,5.789451,2841.519973
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PRY,Paraguay,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Paraguay,PRY,2016.0,2.1265,3.775451,6778000.0,,,,,5.789451,2841.519973
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PER,Peru,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Peru,PER,2016.0,0.202959,0.890629,0.368377,4.26044,0.582292,2.269521,1.433314,3.147127,2185.10817
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PER,Peru,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Peru,PER,2016.0,1.848347,2.67519,30926000.0,,,,,3.147127,2185.10817
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PER,Peru,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Peru,PER,2016.0,0.202959,0.890629,0.368377,4.26044,0.582292,2.269521,1.433314,3.147127,2185.10817
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PER,Peru,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Peru,PER,2016.0,1.848347,2.67519,30926000.0,,,,,3.147127,2185.10817
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PER,Peru,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Peru,PER,2016.0,0.202959,0.890629,0.368377,4.26044,0.582292,2.269521,1.433314,3.147127,2185.10817
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,PER,Peru,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Peru,PER,2016.0,1.848347,2.67519,30926000.0,,,,,3.147127,2185.10817
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,POL,Poland,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Poland,POL,2016.0,0.207302,0.711771,0.226805,3.461527,0.793756,2.257029,2.039924,14.216528,2117.977116
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,POL,Poland,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Poland,POL,2016.0,2.061452,2.411639,37989000.0,,,,,14.216528,2117.977116
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,POL,Poland,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Poland,POL,2016.0,0.207302,0.711771,0.226805,3.461527,0.793756,2.257029,2.039924,14.216528,2117.977116
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,POL,Poland,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Poland,POL,2016.0,2.061452,2.411639,37989000.0,,,,,14.216528,2117.977116
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,POL,Poland,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Poland,POL,2016.0,0.207302,0.711771,0.226805,3.461527,0.793756,2.257029,2.039924,14.216528,2117.977116
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,POL,Poland,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Poland,POL,2016.0,2.061452,2.411639,37989000.0,,,,,14.216528,2117.977116
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,PRT,Portugal,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Portugal,PRT,2016.0,0.24916,0.925408,0.512185,5.380981,0.699273,4.494714,1.269966,7.642019,4127.685236
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,PRT,Portugal,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Portugal,PRT,2016.0,3.153206,5.714065,10326000.0,,,,,7.642019,4127.685236
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,PRT,Portugal,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Portugal,PRT,2016.0,0.24916,0.925408,0.512185,5.380981,0.699273,4.494714,1.269966,7.642019,4127.685236
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,PRT,Portugal,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Portugal,PRT,2016.0,3.153206,5.714065,10326000.0,,,,,7.642019,4127.685236
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,PRT,Portugal,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Portugal,PRT,2016.0,0.24916,0.925408,0.512185,5.380981,0.699273,4.494714,1.269966,7.642019,4127.685236
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,EUR,Europe,Country,PRT,Portugal,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Portugal,PRT,2016.0,3.153206,5.714065,10326000.0,,,,,7.642019,4127.685236
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,RWA,Rwanda,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Rwanda,RWA,2016.0,0.163197,0.625119,0.114004,3.695472,0.58074,3.860959,2.345581,11.031755,3756.856261
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,RWA,Rwanda,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Rwanda,RWA,2016.0,3.018939,4.549074,11669000.0,,,,,11.031755,3756.856261
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,RWA,Rwanda,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Rwanda,RWA,2016.0,0.163197,0.625119,0.114004,3.695472,0.58074,3.860959,2.345581,11.031755,3756.856261
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,RWA,Rwanda,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Rwanda,RWA,2016.0,3.018939,4.549074,11669000.0,,,,,11.031755,3756.856261
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,RWA,Rwanda,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Rwanda,RWA,2016.0,0.163197,0.625119,0.114004,3.695472,0.58074,3.860959,2.345581,11.031755,3756.856261
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AFR,Africa,Country,RWA,Rwanda,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Rwanda,RWA,2016.0,3.018939,4.549074,11669000.0,,,,,11.031755,3756.856261
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Saint Kitts and Nevis,KNA,2016.0,,,52000.0,,,,,,
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Saint Kitts and Nevis,KNA,2016.0,,,52000.0,,,,,,
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Saint Kitts and Nevis,KNA,2016.0,,,52000.0,,,,,,
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,LCA,Saint Lucia,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Saint Lucia,LCA,2016.0,0.199954,0.904815,0.285017,4.593912,0.8948,2.837408,1.905798,6.818843,2705.028654
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,LCA,Saint Lucia,Year,2016,False,Beverage Types,Beer,ALCOHOLTYPE_SA_BEER,No,823.0,EN,2018-09-03T04:00:00.000Z,Saint Lucia,LCA,2016.0,2.464291,3.198202,180000.0,,,,,6.818843,2705.028654
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,LCA,Saint Lucia,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Saint Lucia,LCA,2016.0,0.199954,0.904815,0.285017,4.593912,0.8948,2.837408,1.905798,6.818843,2705.028654
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,LCA,Saint Lucia,Year,2016,False,Beverage Types,Spirits,ALCOHOLTYPE_SA_SPIRITS,No,823.0,EN,2018-09-03T04:00:00.000Z,Saint Lucia,LCA,2016.0,2.464291,3.198202,180000.0,,,,,6.818843,2705.028654
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,LCA,Saint Lucia,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Saint Lucia,LCA,2016.0,0.199954,0.904815,0.285017,4.593912,0.8948,2.837408,1.905798,6.818843,2705.028654
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,text,AMR,Americas,Country,LCA,Saint Lucia,Year,2016,False,Beverage Types,Wine,ALCOHOLTYPE_SA_WINE,No,823.0,EN,2018-09-03T04:00:00.000Z,Saint Lucia,LCA,2016.0,2.464291,3.198202,180000.0,,,,,6.818843,2705.028654
