"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9693015076496","10.7030703817611","10.4724649233873","9.96416514062323","9.48725386173279","8.94477697521744","8.40531025295705","8.05465822857819","7.38134833692675","6.78037045048567","6.09328969752019","5.82912286519055","5.56432592962554","5.38830028290201","5.59895539492862","5.84533106901147","6.15596989727551","6.05077271664165","6.10117686338091","6.51338860980105","6.86323481879089","","",
"Timor-Leste","TLS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.8","37.8","34.3","33.6","33.1","32.7","32.4","33","32.9","32.9","31.9","31.1","29.8","28.4","27.6","27.1","26.1","25","23.8","23.7","22.3","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.74497307161661","8.7310055050624","8.71671970118678","8.69983204827347","8.56301544304757","8.43394540355543","8.23028412727331","8.01022077258814","7.77476133783232","7.91859508710606","8.05445150233358","8.33202858341603","8.30202779939893","8.75581874923059","9.43706347734508","10.0428488821981","10.4925509885468","10.4737777013499","10.5068389375299","10.3263145167261","10.6444078774481","","",
"Tonga","TON","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7928571304692","19.9351985158235","20.8406108655595","20.9371293670321","20.245513038395","18.5052379043627","16.6983978696814","15.8180591738336","15.7448728336637","15.5412346806525","15.3588051890049","14.8869385504011","14.5862288490339","14.2587961384122","13.8053804129231","13.3033738243332","12.7161922646948","12.8300576747971","14.0254219901212","15.5197673427994","16.3262610717187","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7398094787168","25.210504565394","24.6429642960666","23.6598849667801","22.6528344792025","21.9140361429854","21.5502607742929","21.1670929336727","19.6923915577675","18.3431175252222","17.1533639052562","17.061118016543","16.8756530501848","17.2241908816826","17.8075123661761","18.2335217656263","18.5138663985648","18.7003309331708","19.5951391540862","20.6454042168921","21.5998892789595","","",
"Trinidad and Tobago","TTO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10.5","11.1","11.5","11.2","10.7","10","9.7","10.6","11","11.3","10.7","10.8","11","11.3","11.5","12","12.7","13.2","13.4","12.2","","",
"Tunisia","TUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.5","4.5","4.4","4.3","4.3","4","3.8","3.6","3.5","3.4","3.3","3.1","2.9","2.8","2.7","2.6","2.5","2.5","2.8","3","","",
"Turkiye","TUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Tuvalu","TUV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8","33.7","32.2","31.3","28.1","25.6","25.4","25.6","25.6","23.8","21.7","20.7","20.3","20.2","20.5","21.1","21.8","22.2","22.3","22.2","23.5","","",
"Uganda","UGA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4","16.9","16","15.9","16.9","18.5","20.1","20.7","19.4","18.4","18","19.3","21.3","24.7","30.2","34.2","35.5","34.1","32.5","31.5","31.6","","",
"Ukraine","UKR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.8","3.6","4.1","4.8","","",
"Upper middle income","UMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3883004886794","9.97018961943317","9.42468234619265","8.89817887048414","8.29322749915425","7.62710508465899","6.90222037915845","6.15931632571632","5.29361729836803","4.80445830944714","4.46231316796961","4.26016146665256","4.06617710103964","3.98479514256824","3.90565939712363","3.854983779706","3.79333498288264","3.75771663040781","3.77179866444364","3.86474368457237","3.95545694774965","","",
"Uruguay","URY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.1","3","3","2.9","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"United States","USA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Uzbekistan","UZB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","19.3","18.7","16.8","14.8","12.7","11.5","11.3","8.6","5.8","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"St. Vincent and the Grenadines","VCT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","12.8","10.3","9.4","8.5","7.8","7.3","6.9","6.5","6.3","6","5.7","5.6","5.3","5","4.3","3.6","3.2","3.3","3.6","3.1","","",
"Venezuela, RB","VEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8","14.9","14.5","9.9","8.3","7","4.7","2.8","2.5","2.5","2.5","2.5","2.5","3.7","10.8","16.8","23","22.7","23.4","21.6","17.9","","",
"British Virgin Islands","VGB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5","17.7","16","15.3","15.2","15","13.8","12.6","11.1","9.9","8.6","8.1","7.6","7.5","7.1","6.8","6.4","6","5.5","5.1","5","","",
"Vanuatu","VUT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","6.9","6.8","6.9","6.4","6.1","6","7.6","9.3","11.2","11.7","11.5","10.9","10.5","10.3","10.4","10.5","10.8","9.8","9.5","","",
"World","WLD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9","13","12.9","12.5","12","11.2","10.4","9.9","9.3","8.8","8.3","8.1","7.9","7.8","7.8","7.8","7.7","7.7","8.2","8.7","9.2","","",
"Samoa","WSM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","3.1","3","2.8","2.8","3.2","3.4","3.5","4.3","5.4","6","6","5.8","6.7","7.3","7.9","7.9","7.7","7.4","5.6","4.6","","",
"Kosovo","XKX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2","27.2","27.6","27.9","27.3","26.1","25.6","25.4","23.4","25.1","25.6","28.6","29","32.9","38.7","42","42.9","41.1","38.9","36","34.5","","",
"South Africa","ZAF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.7","3.6","3.4","3.4","3.5","3.6","3.6","4.1","4.7","5.1","5.2","5.5","6.3","6.5","6.2","5.7","5.7","6.1","6.9","7.9","","",
"Zambia","ZMB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4","50.2","50.1","49.9","51.4","53.3","54.9","54","49.1","44.1","40.2","38.6","36.7","35","33","31.2","29.4","28.8","29.2","30","29.8","","",
"Zimbabwe","ZWE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","32.1","31.6","31.6","30","29.3","28.7","28.7","27.8","26.3","25.1","25.1","27","30","32.6","35.1","36.3","38.2","38.9","39.1","38.4","","",
